timestamp_iso,multiplier
2026-04-20T08:33:53.292Z,1.53
2026-04-20T08:34:18.877Z,4.42
2026-04-20T08:34:31.596Z,1.49
2026-04-20T08:34:46.014Z,1.72
2026-04-20T08:35:26.681Z,15.81
2026-04-20T08:35:45.380Z,2.47
2026-04-20T08:36:11.361Z,4.57
2026-04-20T08:36:21.015Z,1.15
2026-04-20T08:36:35.501Z,1.73
2026-04-20T08:37:09.876Z,9.29
2026-04-20T08:37:22.908Z,1.53
2026-04-20T08:37:31.928Z,1.09
2026-04-20T08:38:02.852Z,6.94
2026-04-20T08:38:13.493Z,1.25
2026-04-20T08:38:28.182Z,1.76
2026-04-20T08:39:03.453Z,10.02
2026-04-20T08:39:34.343Z,6.92
2026-04-20T08:39:48.552Z,1.69
2026-04-20T08:39:58.905Z,1.22
2026-04-20T08:40:42.629Z,20.47
2026-04-20T08:40:54.354Z,1.37
2026-04-20T08:41:02.931Z,1.05
2026-04-20T08:41:46.889Z,20.88
2026-04-20T08:42:31.380Z,21.84
2026-04-20T08:43:02.406Z,7
2026-04-20T08:43:27.073Z,4.09
2026-04-20T08:43:41.830Z,1.77
2026-04-20T08:43:52.085Z,1.21
2026-04-20T08:44:18.448Z,4.72
2026-04-20T08:44:30.173Z,1.37
2026-04-20T08:44:42.488Z,1.44
2026-04-20T08:44:59.656Z,2.17
2026-04-20T08:45:28.209Z,5.68
2026-04-20T08:45:51.595Z,3.67
2026-04-20T08:46:00.059Z,1.04
2026-04-20T08:46:09.609Z,1.14
2026-04-20T08:46:47.823Z,12.85
2026-04-20T08:47:01.891Z,1.67
2026-04-20T08:47:21.645Z,2.7
2026-04-20T08:47:30.986Z,1.12
2026-04-20T08:47:53.078Z,3.29
2026-04-20T08:48:04.273Z,1.31
2026-04-20T08:48:24.790Z,2.88
2026-04-20T08:49:02.360Z,12.17
2026-04-20T08:49:25.185Z,3.5
2026-04-20T08:49:41.026Z,1.94
2026-04-20T08:50:06.477Z,4.37
2026-04-20T08:50:29.469Z,3.55
2026-04-20T08:51:14.902Z,23.65
2026-04-20T08:51:47.640Z,8.09
2026-04-20T08:52:01.276Z,1.61
2026-04-20T08:52:10.186Z,1.08
2026-04-20T08:52:40.956Z,6.85
2026-04-20T08:52:53.595Z,1.48
2026-04-20T08:53:08.875Z,1.85
2026-04-20T08:53:20.070Z,1.31
2026-04-20T08:53:48.561Z,5.65
2026-04-20T08:54:04.218Z,1.91
2026-04-20T08:54:14.764Z,1.24
2026-04-20T08:54:29.979Z,1.84
2026-04-20T08:55:28.297Z,70.27
2026-04-20T08:55:38.747Z,1.23
2026-04-20T08:55:54.710Z,1.96
2026-04-20T08:56:05.995Z,1.32
2026-04-20T08:56:19.993Z,1.66
2026-04-20T08:56:43.183Z,3.61
2026-04-20T08:57:08.192Z,4.21
2026-04-20T08:57:38.928Z,6.83
2026-04-20T08:58:08.949Z,6.43
2026-04-20T08:58:22.803Z,1.64
2026-04-20T08:58:36.438Z,1.61
2026-04-20T08:59:33.406Z,62.69
2026-04-20T08:59:48.621Z,1.84
2026-04-20T09:00:39.767Z,38.33
2026-04-20T09:01:06.304Z,4.79
2026-04-20T09:01:31.314Z,4.21
2026-04-20T09:02:06.725Z,10.14
2026-04-20T09:02:20.794Z,1.67
2026-04-20T09:02:39.004Z,2.37
2026-04-20T09:02:54.474Z,1.88
2026-04-20T09:03:07.351Z,1.51
2026-04-20T09:03:24.518Z,2.17
2026-04-20T09:03:35.713Z,1.31
2026-04-20T09:04:07.867Z,7.7
2026-04-20T09:04:28.343Z,2.87
2026-04-20T09:04:43.233Z,1.79
2026-04-20T09:05:15.107Z,7.52
2026-04-20T09:05:31.716Z,2.07
2026-04-20T09:05:43.527Z,1.38
2026-04-20T09:06:14.175Z,6.78
2026-04-20T09:06:26.572Z,1.45
2026-04-20T09:06:50.917Z,3.98
2026-04-20T09:07:16.094Z,4.27
2026-04-20T09:07:56.932Z,16.04
2026-04-20T09:08:21.772Z,4.15
2026-04-20T09:08:36.793Z,1.81
2026-04-20T09:09:09.054Z,7.77
2026-04-20T09:09:52.245Z,19.57
2026-04-20T09:10:17.255Z,4.21
2026-04-20T09:10:44.300Z,5
2026-04-20T09:10:53.428Z,1.1
2026-04-20T09:11:25.673Z,7.76
2026-04-20T09:11:47.801Z,3.3
2026-04-20T09:12:00.987Z,1.55
2026-04-20T09:12:21.463Z,2.87
2026-04-20T09:12:34.022Z,1.47
2026-04-20T09:12:48.301Z,1.7
2026-04-20T09:13:04.967Z,2.08
2026-04-20T09:13:44.153Z,13.95
2026-04-20T09:14:17.941Z,8.84
2026-04-20T09:14:31.126Z,1.55
2026-04-20T09:15:03.110Z,7.59
2026-04-20T09:15:57.163Z,49
2026-04-20T09:16:40.788Z,20.3
2026-04-20T09:17:21.662Z,16.09
2026-04-20T09:17:32.208Z,1.24
2026-04-20T09:17:42.753Z,1.24
2026-04-20T09:17:54.986Z,1.43
2026-04-20T09:18:03.675Z,1.06
2026-04-20T09:18:30.432Z,4.88
2026-04-20T09:18:39.122Z,1.06
2026-04-20T09:19:03.043Z,3.84
2026-04-20T09:19:39.428Z,11.01
2026-04-20T09:19:59.269Z,2.72
2026-04-20T09:20:22.393Z,3.59
2026-04-20T09:20:34.290Z,1.39
2026-04-20T09:20:48.707Z,1.72
2026-04-20T09:21:03.597Z,1.79
2026-04-20T09:21:28.465Z,4.16
2026-04-20T09:21:57.804Z,6.07
2026-04-20T09:22:20.145Z,3.36
2026-04-20T09:22:31.067Z,1.28
2026-04-20T09:23:00.883Z,6.32
2026-04-20T09:23:22.903Z,3.27
2026-04-20T09:23:46.480Z,3.73
2026-04-20T09:24:23.319Z,11.44
2026-04-20T09:25:13.925Z,36.62
2026-04-20T09:25:44.951Z,7
2026-04-20T09:26:13.358Z,5.61
2026-04-20T09:26:26.544Z,1.55
2026-04-20T09:26:56.620Z,6.46
2026-04-20T09:27:31.879Z,10.01
2026-04-20T09:27:45.733Z,1.64
2026-04-20T09:28:31.245Z,23.81
2026-04-20T09:28:59.631Z,5.6
2026-04-20T09:29:24.752Z,4.25
2026-04-20T09:29:54.569Z,6.32
2026-04-20T09:30:30.494Z,10.59
2026-04-20T09:30:45.184Z,1.76
2026-04-20T09:31:25.955Z,15.95
2026-04-20T09:31:52.166Z,4.66
2026-04-20T09:32:21.583Z,6.11
2026-04-20T09:32:42.895Z,3.08
2026-04-20T09:33:10.472Z,5.23
2026-04-20T09:33:24.107Z,1.61
2026-04-20T09:33:53.924Z,6.32
2026-04-20T09:34:07.261Z,1.57
2026-04-20T09:34:21.816Z,1.74
2026-04-20T09:34:33.454Z,1.36
2026-04-20T09:34:46.173Z,1.49
2026-04-20T09:35:39.231Z,45.05
2026-04-20T09:36:14.560Z,10.07
2026-04-20T09:36:26.875Z,1.44
2026-04-20T09:36:59.845Z,8.25
2026-04-20T09:37:19.422Z,2.66
2026-04-20T09:37:33.770Z,1.71
2026-04-20T09:37:59.356Z,4.42
2026-04-20T09:38:10.641Z,1.32
2026-04-20T09:38:24.780Z,1.68
2026-04-20T09:38:49.065Z,3.96
2026-04-20T09:39:02.553Z,1.59
2026-04-20T09:39:47.172Z,22.08
2026-04-20T09:40:11.694Z,4.04
2026-04-20T09:40:25.107Z,1.58
2026-04-20T09:40:51.594Z,4.77
2026-04-20T09:41:07.190Z,1.9
2026-04-20T09:41:40.555Z,8.53
2026-04-20T09:42:13.337Z,8.12
2026-04-20T09:42:37.258Z,3.84
2026-04-20T09:43:21.092Z,20.66
2026-04-20T09:43:56.734Z,10.34
2026-04-20T09:44:23.920Z,5.06
2026-04-20T09:44:46.912Z,3.55
2026-04-20T09:45:19.752Z,8.16
2026-04-20T09:45:35.285Z,1.89
2026-04-20T09:46:08.525Z,8.44
2026-04-20T09:46:21.323Z,1.5
2026-04-20T09:46:49.495Z,5.5
2026-04-20T09:47:05.028Z,1.89
2026-04-20T09:47:35.086Z,6.45
2026-04-20T09:48:06.146Z,7.02
2026-04-20T09:48:26.704Z,2.89
2026-04-20T09:48:48.578Z,3.23
2026-04-20T09:49:11.570Z,3.55
2026-04-20T09:50:03.913Z,42.41
2026-04-20T09:50:26.601Z,3.46
2026-04-20T09:50:49.323Z,3.47
2026-04-20T09:51:11.804Z,3.4
2026-04-20T09:51:20.932Z,1.1
2026-04-20T09:51:46.437Z,4.39
2026-04-20T09:52:07.825Z,3.1
2026-04-20T09:52:23.295Z,1.88
2026-04-20T09:52:36.327Z,1.53
2026-04-20T09:53:03.676Z,5.13
2026-04-20T09:53:17.601Z,1.65
2026-04-20T09:53:38.281Z,2.92
2026-04-20T09:54:10.814Z,7.95
2026-04-20T09:55:03.689Z,44.36
2026-04-20T09:55:27.266Z,3.73
2026-04-20T09:55:49.430Z,3.31
2026-04-20T09:56:12.118Z,3.46
2026-04-20T09:56:31.515Z,2.62
2026-04-20T09:57:09.674Z,12.79
2026-04-20T09:57:35.654Z,4.57
2026-04-20T09:57:44.118Z,1.04
2026-04-20T09:57:55.313Z,1.31
2026-04-20T09:58:03.548Z,1.02
2026-04-20T09:58:37.429Z,8.91
2026-04-20T09:58:59.118Z,3.18
2026-04-20T09:59:11.837Z,1.49
2026-04-20T09:59:23.476Z,1.36
2026-04-20T09:59:42.691Z,2.58
2026-04-20T09:59:56.472Z,1.63
2026-04-20T10:00:19.728Z,3.63
2026-04-20T10:00:55.764Z,10.69
2026-04-20T10:01:11.606Z,1.94
2026-04-20T10:01:55.219Z,20.28
2026-04-20T10:02:04.873Z,1.15
2026-04-20T10:02:18.059Z,1.55
2026-04-20T10:02:28.117Z,1.19
2026-04-20T10:02:52.492Z,3.99
2026-04-20T10:03:02.248Z,1.16
2026-04-20T10:03:19.416Z,2.17
2026-04-20T10:03:31.481Z,1.41
2026-04-20T10:04:12.860Z,16.79
2026-04-20T10:04:34.437Z,3.15
2026-04-20T10:04:47.392Z,1.52
2026-04-20T10:04:57.549Z,1.2
2026-04-20T10:05:18.899Z,3.09
2026-04-20T10:05:33.722Z,1.78
2026-04-20T10:06:10.300Z,11.19
2026-04-20T10:06:40.612Z,6.59
2026-04-20T10:07:02.000Z,3.1
2026-04-20T10:07:31.532Z,6.17
2026-04-20T10:07:42.267Z,1.26
2026-04-20T10:07:53.002Z,1.26
2026-04-20T10:08:05.234Z,1.43
2026-04-20T10:08:28.906Z,3.76
2026-04-20T10:08:44.376Z,1.88
2026-04-20T10:09:10.814Z,4.75
2026-04-20T10:09:29.024Z,2.37
2026-04-20T10:09:38.678Z,1.15
2026-04-20T10:10:04.397Z,4.47
2026-04-20T10:10:40.378Z,10.64
2026-04-20T10:11:06.176Z,4.5
2026-04-20T10:11:20.315Z,1.68
2026-04-20T10:11:29.443Z,1.1
2026-04-20T10:12:07.921Z,13.14
2026-04-20T10:12:16.385Z,1.04
2026-04-20T10:12:36.819Z,2.86
2026-04-20T10:12:51.237Z,1.72
2026-04-20T10:13:02.611Z,1.33
2026-04-20T10:13:25.536Z,3.53
2026-04-20T10:13:41.255Z,1.92
2026-04-20T10:14:20.236Z,13.71
2026-04-20T10:15:02.820Z,18.59
2026-04-20T10:15:28.565Z,4.48
2026-04-20T10:15:55.704Z,5.04
2026-04-20T10:16:07.429Z,1.37
2026-04-20T10:16:33.891Z,4.76
2026-04-20T10:16:53.015Z,2.56
2026-04-20T10:17:07.432Z,1.72
2026-04-20T10:17:47.100Z,14.53
2026-04-20T10:18:16.163Z,5.93
2026-04-20T10:19:01.333Z,23.13
2026-04-20T10:19:25.284Z,3.85
2026-04-20T10:20:04.622Z,14.13
2026-04-20T10:20:31.085Z,4.76
2026-04-20T10:20:46.987Z,1.95
2026-04-20T10:21:29.817Z,18.98
2026-04-20T10:21:56.002Z,4.65
2026-04-20T10:22:34.922Z,13.64
2026-04-20T10:22:46.386Z,1.34
2026-04-20T10:22:55.186Z,1.07
2026-04-20T10:23:07.252Z,1.41
2026-04-20T10:23:34.986Z,5.3
2026-04-20T10:24:07.985Z,8.27
2026-04-20T10:24:55.377Z,27.91
2026-04-20T10:25:11.756Z,2.03
2026-04-20T10:25:28.923Z,2.17
2026-04-20T10:25:43.062Z,1.68
2026-04-20T10:25:52.920Z,1.17
2026-04-20T10:26:08.639Z,1.92
2026-04-20T10:26:21.358Z,1.49
2026-04-20T10:26:43.943Z,3.43
2026-04-20T10:27:07.231Z,3.64
2026-04-20T10:27:39.431Z,7.73
2026-04-20T10:28:11.523Z,7.66
2026-04-20T10:28:39.824Z,5.56
2026-04-20T10:28:50.837Z,1.29
2026-04-20T10:29:16.342Z,4.39
2026-04-20T10:29:25.362Z,1.09
2026-04-20T10:29:53.252Z,5.37
2026-04-20T10:30:15.379Z,3.3
2026-04-20T10:30:49.261Z,8.91
2026-04-20T10:31:20.151Z,6.92
2026-04-20T10:31:43.885Z,3.78
2026-04-20T10:31:58.303Z,1.72
2026-04-20T10:32:25.743Z,5.17
2026-04-20T10:32:50.809Z,4.23
2026-04-20T10:33:04.222Z,1.58
2026-04-20T10:33:24.320Z,2.78
2026-04-20T10:33:56.366Z,7.63
2026-04-20T10:34:35.845Z,14.3
2026-04-20T10:34:49.914Z,1.67
2026-04-20T10:35:13.927Z,3.87
2026-04-20T10:35:34.068Z,2.79
2026-04-20T10:35:45.619Z,1.35
2026-04-20T10:36:15.114Z,6.15
2026-04-20T10:36:38.039Z,3.53
2026-04-20T10:37:12.363Z,9.25
2026-04-20T10:37:44.639Z,7.78
2026-04-20T10:38:04.037Z,2.62
2026-04-20T10:38:13.587Z,1.14
2026-04-20T10:38:30.310Z,2.09
2026-04-20T10:38:44.796Z,1.73
2026-04-20T10:39:19.960Z,9.93
2026-04-20T10:39:35.801Z,1.94
2026-04-20T10:40:11.072Z,10.02
2026-04-20T10:40:52.429Z,16.76
2026-04-20T10:41:09.321Z,2.12
2026-04-20T10:41:40.313Z,6.98
2026-04-20T10:41:59.665Z,2.61
2026-04-20T10:42:15.628Z,1.96
2026-04-20T10:42:42.066Z,4.75
2026-04-20T10:43:00.126Z,2.34
2026-04-20T10:43:46.615Z,25.86
2026-04-20T10:43:56.871Z,1.21
2026-04-20T10:44:20.353Z,3.7
2026-04-20T10:44:57.498Z,11.74
2026-04-20T10:45:40.289Z,18.92
2026-04-20T10:46:02.771Z,3.4
2026-04-20T10:46:52.505Z,34.02
2026-04-20T10:47:46.202Z,47.55
2026-04-20T10:48:01.025Z,1.78
2026-04-20T10:48:26.611Z,4.42
2026-04-20T10:48:54.097Z,5.19
2026-04-20T10:49:18.994Z,4.17
2026-04-20T10:49:52.121Z,8.36
2026-04-20T10:50:10.627Z,2.43
2026-04-20T10:50:19.205Z,1.05
2026-04-20T10:50:56.420Z,11.81
2026-04-20T10:51:08.401Z,1.4
2026-04-20T10:51:26.206Z,2.29
2026-04-20T10:51:38.017Z,1.38
2026-04-20T10:51:51.430Z,1.58
2026-04-20T10:52:02.070Z,1.25
2026-04-20T10:52:11.198Z,1.1
2026-04-20T10:52:33.920Z,3.47
2026-04-20T10:52:47.918Z,1.66
2026-04-20T10:53:07.888Z,2.75
2026-04-20T10:53:29.835Z,3.25
2026-04-20T10:53:38.963Z,1.1
2026-04-20T10:53:58.224Z,2.59
2026-04-20T10:54:34.194Z,10.63
2026-04-20T10:55:26.929Z,43.84
2026-04-20T10:56:19.649Z,43.78
2026-04-20T10:56:36.707Z,2.15
2026-04-20T10:57:02.661Z,4.56
2026-04-20T10:57:29.345Z,4.85
2026-04-20T10:57:42.143Z,1.5
2026-04-20T10:58:02.114Z,2.75
2026-04-20T10:58:17.955Z,1.94
2026-04-20T10:58:43.541Z,4.42
2026-04-20T10:59:02.756Z,2.58
2026-04-20T10:59:11.884Z,1.1
2026-04-20T10:59:37.443Z,4.41
2026-04-20T10:59:49.840Z,1.45
2026-04-20T10:59:59.181Z,1.12
2026-04-20T11:00:13.735Z,1.74
2026-04-20T11:00:38.773Z,4.22
2026-04-20T11:00:50.324Z,1.35
2026-04-20T11:00:59.770Z,1.13
2026-04-20T11:01:09.628Z,1.17
2026-04-20T11:01:54.145Z,21.89
2026-04-20T11:02:18.638Z,4.03
2026-04-20T11:03:03.761Z,23.04
2026-04-20T11:03:31.451Z,5.28
2026-04-20T11:04:07.542Z,10.74
2026-04-20T11:04:44.887Z,11.94
